SubjectID_submitter,SampleID_submitter,Sample: Organism,Sample: Biosample type,Sample: Biosample description,Protocol: Material_type,Protocol: Assay,Protocol: Antibody,"Protocol: Platform (RNA-Seq, WGS)",Sample: Life_stage,Sample: Treatment,Sample: Material_amount,Sample: RIN,Protocol: Extraction_brief,Protocol: Experiment_description_brief,Protocol: Run_type,Protocol: Library_info_brief,Protocol: Read_length,Data contribution
R8266864,857_130905,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"Illumina HiSeq, Illumina HiSeq X",Adult,NR,NR,6.1,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"Sequencing libraries were prepared using the strand specific dUTP method [REF1 - Levin et al., Nature Methods 2010] with poly-A selection [REF2 - Adiconis et al., Nature Methods 2013], Illumina HiSeq ",101,data contribution batch 1
R5210462,861_130911,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"Illumina HiSeq, Illumina HiSeq X",Adult,NR,NR,7.4,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"Sequencing libraries were prepared using the strand specific dUTP method [REF1 - Levin et al., Nature Methods 2010] with poly-A selection [REF2 - Adiconis et al., Nature Methods 2013], Illumina HiSeq ",101,data contribution batch 1
R7070153,862_130911,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"Illumina HiSeq, Illumina HiSeq X",Adult,NR,NR,5,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"Sequencing libraries were prepared using the strand specific dUTP method [REF1 - Levin et al., Nature Methods 2010] with poly-A selection [REF2 - Adiconis et al., Nature Methods 2013], Illumina HiSeq ",101,data contribution batch 1
R1360065,864_130911,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"Illumina HiSeq, Illumina HiSeq X",Adult,NR,NR,5.6,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"Sequencing libraries were prepared using the strand specific dUTP method [REF1 - Levin et al., Nature Methods 2010] with poly-A selection [REF2 - Adiconis et al., Nature Methods 2013], Illumina HiSeq ",101,data contribution batch 1
R9583560,865_130911,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"Illumina HiSeq, Illumina HiSeq X",Adult,NR,NR,5,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"Sequencing libraries were prepared using the strand specific dUTP method [REF1 - Levin et al., Nature Methods 2010] with poly-A selection [REF2 - Adiconis et al., Nature Methods 2013], Illumina HiSeq ",101,data contribution batch 1
R2963600,871_130911,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"Illumina HiSeq, Illumina HiSeq X",Adult,NR,NR,5.4,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"Sequencing libraries were prepared using the strand specific dUTP method [REF1 - Levin et al., Nature Methods 2010] with poly-A selection [REF2 - Adiconis et al., Nature Methods 2013], Illumina HiSeq ",101,data contribution batch 1
R5313591,876_130918,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"Illumina HiSeq, Illumina HiSeq X",Adult,NR,NR,5.7,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"Sequencing libraries were prepared using the strand specific dUTP method [REF1 - Levin et al., Nature Methods 2010] with poly-A selection [REF2 - Adiconis et al., Nature Methods 2013], Illumina HiSeq ",101,data contribution batch 1
R9764427,879_130918,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"Illumina HiSeq, Illumina HiSeq X",Adult,NR,NR,7.2,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"Sequencing libraries were prepared using the strand specific dUTP method [REF1 - Levin et al., Nature Methods 2010] with poly-A selection [REF2 - Adiconis et al., Nature Methods 2013], Illumina HiSeq ",101,data contribution batch 1
R9299236,881_130918,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"Illumina HiSeq, Illumina HiSeq X",Adult,NR,NR,5.6,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"Sequencing libraries were prepared using the strand specific dUTP method [REF1 - Levin et al., Nature Methods 2010] with poly-A selection [REF2 - Adiconis et al., Nature Methods 2013], Illumina HiSeq ",101,data contribution batch 1
R2506056,882_130918,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"Illumina HiSeq, Illumina HiSeq X",Adult,NR,NR,5.3,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"Sequencing libraries were prepared using the strand specific dUTP method [REF1 - Levin et al., Nature Methods 2010] with poly-A selection [REF2 - Adiconis et al., Nature Methods 2013], Illumina HiSeq ",101,data contribution batch 1
R4673194,884_130923,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"Illumina HiSeq, Illumina HiSeq X",Adult,NR,NR,5.6,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"Sequencing libraries were prepared using the strand specific dUTP method [REF1 - Levin et al., Nature Methods 2010] with poly-A selection [REF2 - Adiconis et al., Nature Methods 2013], Illumina HiSeq ",101,data contribution batch 1
R5126867,885_130923,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"Illumina HiSeq, Illumina HiSeq X",Adult,NR,NR,6.1,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"Sequencing libraries were prepared using the strand specific dUTP method [REF1 - Levin et al., Nature Methods 2010] with poly-A selection [REF2 - Adiconis et al., Nature Methods 2013], Illumina HiSeq ",101,data contribution batch 1
R3623803,887_130923,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"Illumina HiSeq, Illumina HiSeq X",Adult,NR,NR,7.4,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"Sequencing libraries were prepared using the strand specific dUTP method [REF1 - Levin et al., Nature Methods 2010] with poly-A selection [REF2 - Adiconis et al., Nature Methods 2013], Illumina HiSeq ",101,data contribution batch 1
R8477425,889_130923,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"Illumina HiSeq, Illumina HiSeq X",Adult,NR,NR,7.5,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"Sequencing libraries were prepared using the strand specific dUTP method [REF1 - Levin et al., Nature Methods 2010] with poly-A selection [REF2 - Adiconis et al., Nature Methods 2013], Illumina HiSeq ",101,data contribution batch 1
R3607578,88_120417,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"Illumina HiSeq, Illumina HiSeq X",Adult,NR,NR,8.7,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"Sequencing libraries were prepared using the strand specific dUTP method [REF1 - Levin et al., Nature Methods 2010] with poly-A selection [REF2 - Adiconis et al., Nature Methods 2013], Illumina HiSeq ",101,data contribution batch 1
R4674788,892_130923,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"Illumina HiSeq, Illumina HiSeq X",Adult,NR,NR,7.4,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"Sequencing libraries were prepared using the strand specific dUTP method [REF1 - Levin et al., Nature Methods 2010] with poly-A selection [REF2 - Adiconis et al., Nature Methods 2013], Illumina HiSeq ",101,data contribution batch 1
R8678748,893_130923,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"Illumina HiSeq, Illumina HiSeq X",Adult,NR,NR,6.3,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"Sequencing libraries were prepared using the strand specific dUTP method [REF1 - Levin et al., Nature Methods 2010] with poly-A selection [REF2 - Adiconis et al., Nature Methods 2013], Illumina HiSeq ",101,data contribution batch 1
